Text,Text1,Text2,Text3,Text4
바닐라코,바닐라코 립앤아이 리무버 클리어 100ml,모든 타입,"정제수, 이소헥사데칸, 이소도데칸, 프로필렌글라이콜, 브로콜리추출물, 귀리커넬추출물, 소듐하이알루로네이트, 소듐클로라이드, 알지닌, 디소듐이디티에이, 페녹시에탄올, 벤잘코늄클로라이드, 청색1호",립&아이리무버
아리얼,아리얼 스트레스 릴리빙 미셀라 립앤아이 리무버 100ml,모든 피부용,"정제수, 세틸에틸헥사노에이트@아이소도데케인, 1,2-헥산다이올, 판테놀, 황련뿌리추출물, 부틸렌글라이콜, 스테아트라이모늄메토설페이트,아이소프로필알코올, 소듐시트레이트, 시트릭애씨드, 병풀추출물, 호장근뿌리추출물, 황금추출물, 녹차추출물, 스페인감초뿌리추출물, 마트리카리아꽃추출물, 로즈마리잎추출물, 알로에베라잎추출물, 모란뿌리추출물, 다이소듐이디티에이",립&아이리무버
폰즈,[나띠 PICK] 폰즈 클리어 스파 립앤아이 리무버 300ml,모든 피부용,"정제수, 사이클로펜타실록세인, 아이소헥사데칸, 아이소도데케인, 헥실렌글라이콜, 소듐클로라이드, 다이소듐이디티에이, 폴록사머184, 페녹시에탄올, 소듐시트레이트, 벤질알코올, 벤잘코늄클로라이드, 시트릭애씨드, 구주소나무잎추출물, 다이포타슘글리시리제이트, 효모/아연발효물, 효모/마그네슘발효물, 포도씨추출물, 녹차추출물, 녹색202호",립&아이리무버
해서린,해서린 선셋 카멜리아 리무버 스틱 50ea,모든 피부 사용가능,동백나무씨오일,립&아이리무버
케어존,케어존 저자극 립앤아이리무버 50ml,모든피부용,"정제수, 사이클로펜타실록산, 이소헥사데칸, 부틸렌글라이콜, 1,2-헥산디올, 병풀추출물, 감초추출물, 녹차추출물, 황금추출물, 호장근추출물, 로즈마리잎추출물, 캐모마일꽃추출물, 호밀추출물, 귀리커넬추출물, 줄맨드라미씨추출물, 렌즈콩씨추출물, 쌀추출물, 밀싹추출물, 시트릭애씨드, 소듐시트레이트, 카프릴릴/카프릴글루코사이드, 소듐클로라이드
",립&아이리무버
비페스타,비페스타 미셀라 립앤아이 메이크업 리무버 더블기획(145ml+145ml),"민감한 눈가를 케어 하는 아이 & 립 전용 메이크업 리무버 화장수의 보습성분 중 메이크업 성분을 빠르게 녹여 감싸는 기능이 있는 것에 착안하여 개발된 비페스타! 빠르게 짙은 메이크업을 깨끗이 지워주고 촉촉함을 전달합니다.수분층과 에모리언트층(유성)의 더블 효과로 워터프루프 마스카라나 아이라이너도 빠르게 지워줍니다. 진한 아이메이크업을 부드럽게 깨끗이 지워줘 민감한 눈가, 속눈썹에 부담 없이 눈가를 케어 합니다.비타민B유도체(판테놀) 비타민E유도체(초산 토코페롤) (보습)(오일프리)   (저자극처방)   (무향료)   (무착색) ","정제수, 사이클로펜타실록세인, 미네랄오일, 아이소도데케인, 에탄올, 피이지-400, 소듐클로라이드, 피씨에이에틸코코일알지네이트, 피피지-2-데세스-7, 다이소듐이디티에이, 판테놀, 토코페릴아세테이트, 피이지-6카프릴릭/카프릭글리세라이즈, 하이드롤라이즈드하이알루로닉애씨드",립&아이리무버
아리얼,아리얼 스트레스 릴리빙 립앤아이 리무버 패드 30매,모든 피부용,"정제수, 세틸에틸헥사노에이트, 사이클로펜타실록세인, 사이클로헥사실록세인, 메틸프로판다이올, 글리세린, 폴록사머184, 해바라기씨오일, 살구씨오일, 올리브오일, 호호바씨오일, 브로콜리추출물, 토마토추출물, 사과추출물, 바나나추출물, 양배추추출물, 당근추출물, 검정콩추출물, 참깨추출물, 귀리가루추출물, 소듐코코일애플아미노산, 헥실렌글라이콜, 테트라소듐글루타메이트다이아세테이트, 포타슘코코일글리시네이트, 에틸헥실글리세린, 세틸피리디늄클로라이드, 카프릴릴글라이콜, 코카미도프로필피지-다이모늄클로라이드포스페이트, 시트릭애씨드, 유칼립투스잎오일, 라임전초오일, 구주소나무잎오일, 오렌지껍질오일, 베르가모트오일, 레몬껍질오일, 리모넨, 리날룰",립&아이리무버
키스미,[증량UP 한정수량] 키스미 히로인메이크 스피디 마스카라 전용 리무버 ,모든 피부타입,"아이소헥사데칸, 트라이에틸헥사노인, 아이소도데케인, 미네랄오일, 피이지-15/라우릴다이메티콘크로스폴리머, 부틸렌글라이콜, C30-45알킬메티콘, C30-45올레핀, 토코페롤, 프로필파라벤, 동백나무씨오일, 스위트아몬드오일, 스쿠알란, 아르간커넬오일, 로즈힙열매오일, 인삼추출물, 로얄젤리추출물",립&아이리무버
폰즈,[나띠 PICK] 폰즈 클리어 훼이스 스파 립&아이 리무버 120ml,■ 2층 구조의 부분 메이크업 전용 클랜저,"■ 정제수, 사이클로펜타실록산, 이소헥사데칸, 이소도데칸, 헥실렌글라이콜, 소듐클로라이드, 디소듐이디티에이, 폴록사머 184, 페녹시에탄올, 소듐시트레이트, 벤질알코올, 벤잘코늄클로라이드, 시트릭애씨드, 구조소나무잎추출물, 디포타슘글리시리제이트, 효모/징크발효물, 효모/마그네슘발효물, 포도씨추출물, 녹차추출물, 녹색 202 호",립&아이리무버
비페스타,비페스타 미셀라 립앤아이 메이크업 리무버 145ml (저자극),"■ 민감한 눈가를 케어 하는 아이 & 립 전용 메이크업 리무버 화장수의 보습성분 중 메이크업 성분을 빠르게 녹여 감싸는 기능이 있는 것에 착안하여 개발된 비페스타! 빠르게 짙은 메이크업을 깨끗이 지워주고 촉촉함을 전달합니다.수분층과 에모리언트층(유성)의 더블 효과로 워터프루프 마스카라나 아이라이너도 빠르게 지워줍니다. 진한 아이메이크업을 부드럽게 깨끗이 지워줘 민감한 눈가, 속눈썹에 부담 없이 눈가를 케어 합니다.비타민B유도체(판테놀) 비타민E유도체(초산 토코페롤) (보습)(오일프리)   (저자극처방)   (무향료)   (무착색)   (파라벤 프리)   (알코올프리) 알레르기 테스트, 패치 테스트, 자극 테스트 완료                          *예외의 경우도 있습니다.","■ 전성분: 정제수, 미네랄오일, 사이클로펜타실록산, 하이드로제네이티드폴리이소부텐, 에탄올, 피이지-400,소듐클로라이드,피피지-2-데세스-7, 피씨에이에칠코코일알지네이트, 디소듐이디티에이, 펜틸렌글라이콜, 판테놀, 토코페릴아세테이트, 피이지-6카프릴릭/카프릭글리세라이드, 하이드록시프로필트리모늄하이알루로네이트",립&아이리무버
키스미,키스미 히로인메이크 립앤아이 메이크업 리무버 110ml,모든피부타입,"정제수, 사이클로펜타실록세인, 아이소헥사데칸, 에탄올, 미네랄오일, 부틸렌글라이콜, 페녹시에탄올, 메틸파라벤, 피이지-6카프릴릭/카프릭글리세라이즈, 소듐클로라이드, 다이소듐이디티에이, 스쿠알란, 다이소듐포스페이트, 동백나무씨오일, 폴리글리세릴-2아이소스테아레이트, 로즈힙열매오일, 인삼추출물, 로얄젤리추출물, 하이드롤라이즈드콜라겐, 소듐하이알루로네이트, 토코페롤
",립&아이리무버
포인트앤,[1+1] 포인트앤 딥 클린 올킬 립&아이리무버 200ml 1+1 기획,모든 피부 타입,"정제수, 에틸헥실팔미테이트, C15-23알케인, 헥실렌글라이콜, 아이소프로필미리스테이트, 아이소도데케인, 포타슘포스페이트, 다이카프릴릴카보네이트, C13-14알케인, 소듐클로라이드, 소듐벤조에이트, 부틸렌글라이콜, 알지닌, 해수, 알란토인, 다이소듐이디티에이, 온천수, 탄산수, 데실글루코사이드, 드럼스틱씨오일, 1,2-헥산다이올, 펜틸렌글라이콜, 토코페롤, 카프릴릴글라이콜, 에틸헥실글리세린",립&아이리무버
포인트앤,포인트앤 딥 클린 올킬 립앤아이 리무버 200ml,모든 피부 타입,"정제수, 에틸헥실팔미테이트, C15-23알케인, 헥실렌글라이콜, 아이소프로필미리스테이트, 아이소도데케인, 포타슘포스페이트, 다이카프릴릴카보네이트, C13-14알케인, 소듐클로라이드, 소듐벤조에이트, 부틸렌글라이콜, 알지닌, 해수, 알란토인, 다이소듐이디티에이, 온천수, 탄산수, 데실글루코사이드, 드럼스틱씨오일, 1,2-헥산다이올, 펜틸렌글라이콜, 토코페롤, 카프릴릴글라이콜, 에틸헥실글리세린",립&아이리무버
폰즈,[증정기획] 폰즈 클리어 스파 립&아이리무버 300ml+50ml 기획,모든 피부용,정제수@사이클로펜타실록세인@아이소헥사데칸@아이소도데케인@헥실렌글라이콜@소듐클로라이드@다이소듐이디티에이@폴록사머184@페녹시에탄올@소듐시트레이트@벤질알코올@벤잘코늄클로라이드@시트릭애씨드@구주소나무잎추출물@다이포타슘글리시리제이트@효모/아연발효물@효모/마그네슘발효물@포도씨추출물@녹차추출물@녹색202호,립&아이리무버
스킨푸드,[NEW] 스킨푸드 밀크 쉐이크 포인트 메이크업 리무버 160ml 더블 기획,모든피부,"정제수, 아이소헥사데칸, 사이클로펜타실록세인, 사이클로헥사실록세인, 프로필렌글라이콜, 피피지-13-데실테트라데세스-24, 소듐클로라이드, 1,2-헥산다이올, 락토바실러스/소이밀크발효여과물, 에틸헥실글리세린, C12-14파레스-12, 소듐시트레이트, 시트릭애씨드, 우유단백질추출물(24.9 ppm)",립&아이리무버
포인트앤,[400ml기획/모든원료비건] 포인트앤 딥 클린 립앤아이 리무버 200ml 더블기획,모든피부,"정제수, 사이클로헥사실록세인, 아이소프로필미리스테이트, C15-23알케인, 헥실렌글라이콜, C13-14알케인, 포타슘포스페이트, 소듐클로라이드, 소듐벤조에이트, 알지닌, 알란토인, 다이소듐이디티에이, 데실글루코사이드, 드럼스틱씨오일, 프로판다이올, 토코페롤, 스피드웰추출물, 부틸렌글라이콜, 1,2-헥산다이올, 약모밀추출물, 에틸헥실글리세린",립&아이리무버
바이오더마,[한정기획]바이오더마 센시비오 H2O eye 125ml 기획(+ 클렌징 워터 100ml) (립앤아이리무버),민감 및 일반 피부용,"[센시비오 H2O eye]
정제수, 아이소헥사데칸, 아이소도데케인, 프로판다이올, 소듐클로라이드, 카프릴릭/카프릭트라이글리세라이드, 프룩토올리고사카라이드, 판테놀, 소듐시트레이트, 만니톨, 자일리톨, 카퍼글루코네이트, 시트릭애씨드, 세트리모늄브로마이드, 람노오스, 폴리글리세릴-10라우레이트, 라미나리아 오크롤레우카추출물

[센시비오 H2O]
정제수, 피이지-6카프릴릭/카프릭글리세라이드, 디소듐이디티에이, 세트리모늄브로마이드, 프로필렌글라이콜, 오이추출물, 프룩토올리고사카라이드, 만니톨, 자일리톨, 람노오스",립&아이리무버
포인트앤,[모든 원료 비건] 포인트앤 딥 클린 립앤아이 리무버 롱패드 88매,모든피부,"정제수, 세틸에틸헥사노에이트, 사이클로펜타실록세인, 사이클로헥사실록세인, 메틸프로판다이올, 폴록사머184, 다이소듐이디티에이, 소듐벤조에이트, 드럼스틱씨오일, 라우릴피리디늄클로라이드, 하이드록시아세토페논, 부틸렌글라이콜, 레몬껍질오일, 베르가모트오일, 해바라기씨오일, 소듐바이카보네이트, 자몽껍질오일, 센티드제라늄꽃오일, 일랑일랑꽃오일",립&아이리무버
에뛰드,뽀오얀 미소 발효 립&아이 리무버 250ml,모든 피부 타입,"정제수, 세틸에틸헥사노에이트, C9-12알케인, C18-21알케인, 글리세린, 아이소도데케인, 헥실렌글라이콜, 소듐클로라이드, 코코-카프릴레이트/카프레이트, 카프릴릴/카프릴글루코사이드, 라우릴메틸글루세스-10하이드록시프로필다이모늄클로라이드, 1,2-헥산다이올, 다이포타슘포스페이트, 소듐메타포스페이트, 에틸헥실글리세린, 부틸렌글라이콜, 포타슘포스페이트, 효모/보리씨발효여과물, 프로판다이올, 쌀겨오일, 모나스커스/쌀발효물, 돌콩지질, 토코페롤, 다이소듐이디티에이",립&아이리무버
더샘,더샘 내추럴 컨디션 탄산 립앤아이 리무버 155ml,모든피부용,"정제수, 사이클로펜타실록세인, 아이소프로필미리스테이트, 다이프로필렌글라이콜, 미네랄워터, 탄산수 (4,675 ppm), 소듐시트레이트, 소듐클로라이드, 부틸렌글라이콜, 벤잘코늄클로라이드, 토코페릴아세테이트, 글리세린, 다이소듐이디티에이, 시트릭애씨드, 판테놀, 1,2-헥산다이올, 밤부사 불가리스수, 버지니아풍년화수, 녹차수, 에틸헥실글리세린, 분홍바늘꽃꽃/잎/줄기추출물, 알로에베라잎즙, 난추출물, 레몬밤잎추출물, 로즈마리추출물, 베르가못잎추출물, 살비아추출물, 센티드제라늄추출물, 쑥잎추출물, 유향나무수지추출물, 카멜그라스추출물, 포트마리골드꽃추출물, 카프릴릴글라이콜, 소듐메타바이설파이트, 페퍼민트잎추출물, 라임추출물, 레몬추출물, 비누풀잎추출물, 사과추출물, 페녹시에탄올, 향료, 리모넨",립&아이리무버
에뛰드,에뛰드 립 앤 아이 리무버 250ml,모든 피부 타입,"정제수, 사이클로펜타실록산, 헥실렌글라이콜, 소듐클로라이드, 라우릴메칠글루세스-12하이드록시프로필디모늄클로라이드, 페녹시에탄올, 카프릴릴/카프릴글루코사이드, 디포타슘포스페이트, 에칠헥실글리세린, 디소듐이디티에이, 포타슘포스페이트, 토코페롤",립&아이리무버
에뛰드,에뛰드 립 앤 아이 리무버 100ml,모든 피부 타입,"정제수, 사이클로펜타실록산, 헥실렌글라이콜, 소듐클로라이드, 라우릴메칠글루세스-12하이드록시프로필디모늄클로라이드, 페녹시에탄올, 카프릴릴/카프릴글루코사이드, 디포타슘포스페이트, 에칠헥실글리세린, 디소듐이디티에이, 포타슘포스페이트, 토코페롤",립&아이리무버
포인트앤,*모든 원료 비건* 포인트앤 딥 클린 립앤아이 리무버 150ml,모든피부,"정제수, 사이클로헥사실록세인, 아이소프로필미리스테이트, C15-23알케인, 헥실렌글라이콜, C13-14알케인, 포타슘포스페이트, 소듐클로라이드, 소듐벤조에이트, 알지닌, 알란토인, 다이소듐이디티에이, 데실글루코사이드, 드럼스틱씨오일, 프로판다이올, 토코페롤, 스피드웰추출물, 부틸렌글라이콜, 1,2-헥산다이올, 약모밀추출물, 에틸헥실글리세린",립&아이리무버
키스미,[비건인증] 키스미 아이 젠틀 오프 립앤아이 리무버 120ml,모든피부타입,"정제수, 사이클로펜타실록세인, 다이프로필렌글라이콜, 아이소도데케인, 소듐클로라이드, 펜틸렌글라이콜, 하이드로제네이티드폴리(C6-14올레핀), 하이드로제네이티드폴리아이소부텐, 1,2-헥산다이올, 카프릴릴글라이콜, 카프릴릴/카프릴글루코사이드, 클로렐라 불가리스추출물, 글루코오스, 부틸렌글라이콜, 프룩토올리고사카라이드, 프룩토오스, 에틸헥실글리세린, 글리세린, 다이포타슘글리시리제이트, 다이소듐이디티에이, 돌콩추출물, 옥탄다이올, 토코페롤, 소듐하이알루로네이트, 쌀겨오일, 살구씨오일,카프릴릭/카프릭트라이글리세라이드, 마트리카리아꽃추출물",립&아이리무버
바이오더마,바이오더마 센시비오 H2O eye 125ml (립앤아이리무버),민감 및 일반 피부용,"정제수, 아이소헥사데칸, 아이소도데케인, 프로판다이올, 소듐클로라이드, 카프릴릭/카프릭트라이글리세라이드, 프룩토올리고사카라이드, 판테놀, 소듐시트레이트, 만니톨, 자일리톨, 카퍼글루코네이트, 시트릭애씨드, 세트리모늄브로마이드, 람노오스, 폴리글리세릴-10라우레이트, 라미나리아 오크롤레우카추출물",립&아이리무버
