Text,Text1,Text2,Text3,Text4
더페이스샵,[원우PICK]더페이스샵 스피프코드 퍼펙트 올인원 플루이드 145ml,모든피부용,"정제수, 글리세린, 다이프로필렌글라이콜, 하이드로제네이티드폴리아이소부텐, 헥실데실에틸헥사노에이트, 1,2-헥산다이올, 카프릴릭/카프릭트라이글리세라이드, 나이아신아마이드, 베타인, 판테놀, 트레할로오스, 약모밀추출물, 로즈마리추출물, 아데노신, 토코페릴아세테이트, 하이드롤라이즈드하이알루로닉애씨드, 메틸프로판다이올, 부틸렌글라이콜, 글리세릴스테아레이트, 피이지-100스테아레이트, 피이지-8, C12-16알코올, 다이메티콘, 팔미틱애씨드, 하이드로제네이티드레시틴, 트로메타민, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 다이포타슘글리시리제이트, 솔비탄스테아레이트, 카보머, 트라이소듐이디티에이, 향료, 리모넨, 리날룰, 헥실신남알, 시트랄
",올인원
아이디얼포맨,[판테놀/히알루론산]아이디얼 포 맨 퍼펙트 보습 올인원 150mL,모든 피부 타입,"정제수, 글리세린, 세테아릴알코올, 에틸헥실스테아레이트, 판테놀, 1,2-헥산다이올, 나이아신아마이드, 메틸트라이메티콘, 폴리글리세릴-3다이스테아레이트, 베헤닐알코올, 트레할로오스, 병풀추출물, 무화과추출물, 당느릅나무뿌리추출물, 줄맨드라미씨추출물, 뽕나무뿌리추출물, 병풀뿌리추출물, 병풀잎추출물, 하이드로제네이티드레시틴, 소듐하이알루로네이트, 마카다미아씨오일, 해바라기씨오일, 글리세릴스테아레이트, 베타인, 카보머, 소듐스테아로일글루타메이트, 다이메티콘/비닐다이메티콘크로스폴리머, 하이드록시아세토페논, 알지닌, 부틸렌글라이콜, 에틸헥실글리세린, 글리세릴스테아레이트시트레이트, 아데노신, 다이소듐이디티에이, 폴리글리세릴-10미리스테이트, 글리세릴스테아레이트에스이, 콜레스테롤, 세라마이드엔피, 프로판다이올, 수크로오스팔미테이트, 다이프로필렌글라이콜, 토코페롤, 7-데하이드로콜레스테롤, 글리세릴리놀리에이트, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 폴리글리세릴-10스테아레이트, 하이드록시프로필사이클로덱스트린, 세테아릴올리베이트, 솔비탄올리베이트, 수크로오스다이스테아레이트, 효모발효물, 아시아티코사이드, 마데카소사이드, 마데카식애씨드, 아시아틱애씨드",올인원
비오템 옴므,비오템옴므 아쿠아파워 올인원 200ml 기획 (+클렌저 40ml + 올인원 20ml) ,모든피부,정제수 페퍼민트잎수 변성알코올 프로필렌글라이콜 글리세린 부틸렌글라이콜 피이지-20 피이지-8 피피지-6-데실테트라데세스-30 비스-피이지-18메틸에터다이메틸실레인 카보머 페녹시에탄올 향료 프로판다이올 에틸헥실글리세린 포타슘하이드록사이드 멘톨 아데노신 알지닌 시트릭애씨드 살리실릭애씨드 리날룰 리모넨 알테로모나스발효추출물 비트레오스실라발효물 벤질살리실레이트 하이드록시시트로넬알 시트로넬올 쿠마린 토코페롤,올인원
비오템 옴므,비오템옴므 아쿠아파워 올인원 스틱 세트 (+올인원 20ml),모든 피부,"정제수 다이카프릴릴카보네이트 부틸렌글라이콜 아이소데실네오펜타노에이트 합성왁스 다이메티콘 마이크로크리스탈린왁스 글리세린 나이아신아마이드 라우릴피이지-8다이메티콘 소듐클로라이드 다이프로필렌글라이콜 1,2-헥산다이올 카프릴릭/카프릭트라이글리세라이드 솔비탄세스퀴올리에이트 글리세릴카프릴레이트 다이메티콘/피이지-10/15크로스폴리머 토코페롤 멘톨 멘틸락테이트 향료 스테아랄코늄헥토라이트 소듐하이알루로네이트 세라마이드엔피 프로필렌카보네이트 아데노신 비트레오스실라발효물 티타늄디옥사이드 리날룰 리모넨 크로뮴옥사이드그린 울트라마린 소듐시트레이트 벤질살리실레이트 하이드록시시트로넬알 시트로넬올 트라이에톡시카프릴릴실레인 알루미늄하이드록사이드",올인원
더샘,[NEW] 더샘 미네랄 옴므 블랙 올인원 플루이드 이엑스,모든피부용,"정제수, 글리세린, 부틸렌글라이콜, 사이클로펜타실록세인, 트라이에틸헥사노인, 나이아신아마이드, 1,2-헥산다이올, 적철석추출물(251ppm), 말라카이트추출물(9,850ppb), 감람석추출물(9,850ppb), 마그네슘아스파테이트(47ppb), 징크글루코네이트(47ppb), 카퍼글루코네이트(5.5ppb), 하이드롤라이즈드오크라추출물, 화이트루핀씨추출물, 드럼스틱씨추출물, 흑미추출물, 슈도알테로모나스발효추출물, 해바라기씨추출물, 검은깨추출물, 검정콩추출물, 서양송악잎/줄기추출물, 흑효모발효물, 서양산딸기추출물, 검은서양송로추출물, 구주소나무껍질추출물, 양까막까치밥나무잎추출물, 퀸즈랜드넛오일, 올리브오일, 호호바씨오일, 포도씨오일, 펜틸렌글라이콜, 폴리글리세릴-10베헤네이트/에이코사디오에이트, 실리카, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 세테아릴올리베이트, 트로메타민, 카프릴릴글라이콜, 솔비탄올리베이트, 소듐아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 폴리아이소부텐, 다이메티콘올, 다이포타슘글리시리제이트, 아데노신, 소듐파이테이트, 카프릴릴/카프릴글루코사이드, 솔비탄올리에이트, 피토스핑고신, 정제수, 피이지-8, 피피지-1-피이지-9라우릴글라이콜에터, 파이틱애씨드, 에틸헥실글리세린, 소듐폴리아크릴레이트, 수크로오스팔미테이트, 하이드로제네이티드레시틴, 알라닌, 프롤린, 세린, 소듐포스페이트, 소듐하이드록사이드, 아세틸테트라펩타이드-5, 바이오틴, 토코페롤, 에탄올, 잔탄검, 페녹시에탄올, 소르빅애씨드, 향료, 리모넨, 리날룰, 헥실신남알
",올인원
더샘,[NEW] 더샘 클래식 옴므 올인원 에센스,모든피부용,"정제수, 서양산사자열매추출물, 부틸렌글라이콜, 프로판다이올, 글리세린, 1,2-헥산다이올, 다이메티콘, 나이아신아마이드, 스쿠알란, 트라이에틸헥사노인, 폴리글리세린-3, 피이지-60글리세릴아이소스테아레이트, 에틸헥실올리베이트, 팔미틱애씨드, 소듐아크릴레이트코폴리머, 스테아릭애씨드, 카보머, 폴리글리세릴-4올리에이트, 트레할로오스, 포타슘하이드록사이드, 에틸헥실글리세린, 다이소듐이디티에이, 글리세릴글루코사이드, 마카뿌리추출물, 말토덱스트린, 미리스틱애씨드, 다마스크장미꽃수, 슈도알테로모나스발효추출물, 카프릴릭/카프릭트라이글리세라이드, 올리브오일, 하이드로제네이티드레시틴, 시어버터, 페네틸알코올, 폴리글리세릴-10라우레이트, 소듐카라기난, 카프릴릴글라이콜, 야니아 루벤스추출물, 콜레스테롤, 세라마이드엔피, 아세틸피토스핑고신, 트라이펩타이드-1, 피토스핑고신, 팔미토일펜타펩타이드-4, 알라닌/히스티딘/라이신폴리펩타이드카퍼에이치씨엘, 아세틸헥사펩타이드-8, 카퍼트라이펩타이드-1, 헥사펩타이드-9, 헥사펩타이드-11, 팔미토일트라이펩타이드-1, 노나펩타이드-1, 아데노신, 세테아릴알코올, 향료, 시트랄, 제라니올, 리날룰, 시트로넬올, 리모넨",올인원
더샘,[NEW] 더샘 에코 에너지 올인원 2종 택 1,모든피부용,"모이스처밀크)정제수, 글리세린, 하이드로제네이티드폴리(C6-14올레핀), 1,2-헥산다이올, 나이아신아마이드, 폴리글리세릴-3다이스테아레이트, 글리세릴스테아레이트에스이, 글리세릴스테아레이트시트레이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 향료, 트로메타민, 아데노신, 다이소듐이디티에이, 부틸렌글라이콜, 프로판다이올, 카프릴릴글라이콜, 루이보스잎추출물, 타임추출물, 회향잎추출물, 불가리스쑥추출물, 포트마리골드꽃추출물, 황금추출물, 마편초잎추출물, 모하비유카뿌리추출물, 보검선인장줄기추출물, 사발팜열매추출물, 쐐기풀추출물, 라벤더꽃추출물, 레몬밤잎추출물, 로즈마리잎추출물, 마조람잎추출물, 마트리카리아꽃추출물, 살비아잎추출물, 타임잎추출물, 에틸헥실글리세린, 리모넨, 리날룰
수딩에센스)정제수, 프로판다이올, 페닐트라이메티콘, 부틸렌글라이콜, 글리세린, 나이아신아마이드, 변성알코올, 1,2-헥산다이올, 다이에톡시에틸석시네이트, 암모늄폴리아크릴로일다이메틸타우레이트, 다이프로필렌글라이콜, 향료, 알란토인, 에틸헥실글리세린, 아데노신, 다이소듐이디티에이, 잔탄검, 쇠비름추출물, 알지닌, 로즈마리잎추출물, 라벤더꽃추출물, 레몬밤잎추출물, 마조람잎추출물, 마트리카리아꽃추출물, 바이오사카라이드검-1, 살비아잎추출물, 에난티아 클로란타껍질추출물, 타임잎추출물, 카프릴릴글라이콜, 약모밀추출물, 들깨잎추출물, 병풀추출물, 서양민들레추출물, 신선초추출물, 케이프알로에잎추출물, 루이보스잎추출물, 타임추출물, 회향잎추출물, 올레아놀릭애씨드, 리모넨, 리날룰, 제라니올",올인원
에스트라,에스트라 아토베리어365 로션 150ml 기획 (+에센스 25ml + 리제덤 세럼 7ml) (2409),모든 피부용.,"정제수, 부틸렌글라이콜, 글리세린, 다이메티콘, 스쿠알란, 펜타에리스리틸테트라아이소스테아레이트, 베타인, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 부틸렌글라이콜다이카프릴레이트/다이카프레이트, 카프릴릭/카프릭트라이글리세라이드, 팔미틱애씨드, 1,2-헥산다이올, 스테아릭애씨드, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 글리세릴스테아레이트, 하이드록시프로필비스팔미타마이드엠이에이, 글리세릴스테아레이트시트레이트, 콜레스테롤, 나이아신아마이드, 다이메티콘올, 하이드록시프로필비스라우라마이드엠이에이, 베헤닐알코올, 글리세릴카프릴레이트, 카보머, 다이소듐이디티에이, 에틸헥실글리세린, 트로메타민, 솔비탄아이소스테아레이트, 피토스핑고신, 만니톨, 세라마이드엔피, 토코페롤, 하이드로제네이티드레시틴, 아크릴레이트/암모늄메타크릴레이트코폴리머, 실리카, 스핑고리피드, 아라키딕애씨드, 올레익애씨드",로션
제로이드,[11월 올영픽] 제로이드 수딩 로션 160ml,모든 피부용,"정제수, 글리세린, 프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 솔비탄스테아레이트, 세테아릴알코올 ,잇꽃씨오일, 글리세릴스테아레이트, 다이메티콘, 스테아릭애씨드, 미리스토일/팔미토일옥소스테아라마이드/아라카마이드엠이에이, 메틸카프로오일타이로지네이트, 피토스테롤, 토코페릴아세테이트, 비사보롤, 잔탄검, 소듐하이알루로네이트, 카보머, 알지닌, 1,2-헥산다이올, 카프릴릴글라이콜, 트로폴론",로션
브링그린,[NEW] 브링그린 티트리시카포맨올인원로션플러스200mL기획(스팟패치25매증정),■ 모든 피부용,"■ 정제수, 글리세린, 에틸헥실스테아레이트, 1,2-헥산다이올, 티트리추출물, 티트리잎수, 티트리잎추출물, 티트리잎오일, 병풀추출물, 티트리꽃/잎/줄기추출물, 펜틸렌글라이콜, 비닐다이메티콘, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 글리세릴스테아레이트, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 카프릴릴글라이콜, 하이드록시아세토페논, 트로메타민, 소듐파이테이트, 마데카소사이드, 세테아릴알코올, 카보머",올인원
비오템 옴므,비오템옴므 아쿠아파워 올인원 스틱 9g,모든 피부,"정제수 다이카프릴릴카보네이트 부틸렌글라이콜 아이소데실네오펜타노에이트 합성왁스 다이메티콘 마이크로크리스탈린왁스 글리세린 나이아신아마이드 라우릴피이지-8다이메티콘 소듐클로라이드 다이프로필렌글라이콜 1,2-헥산다이올 카프릴릭/카프릭트라이글리세라이드 솔비탄세스퀴올리에이트 글리세릴카프릴레이트 다이메티콘/피이지-10/15크로스폴리머 토코페롤 멘톨 멘틸락테이트 향료 스테아랄코늄헥토라이트 소듐하이알루로네이트 세라마이드엔피 프로필렌카보네이트 아데노신 비트레오스실라발효물 티타늄디옥사이드 리날룰 리모넨 크로뮴옥사이드그린 울트라마린 소듐시트레이트 벤질살리실레이트 하이드록시시트로넬알 시트로넬올 트라이에톡시카프릴릴실레인 알루미늄하이드록사이드",올인원
더페이스샵,더페이스샵 더 블랙밤 크림 플루이드 130ml ,모든피부용,"정제수, 프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리데센, 글리세린, 나이아신아마이드, 다이메티콘, 1,2-헥산다이올, 세테아레스-20, 글리세릴스테아레이트, 세테아릴알코올, 판테놀, 검정콩추출물, 아데노신, 세라마이드엔피, 알지닌, 시어버터, 베타인, 부틸렌글라이콜, 사이클로펜타실록세인, 피이지-100스테아레이트, 스테아릭애씨드, 카프릴릭/카프릭글리세라이즈, 호호바왁스피이지-120에스터, 다이메티콘올, 비스-다이글리세릴폴리아실아디페이트-2, 카보머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 페녹시에탄올, 다이소듐이디티에이, 향료, 벤질살리실레이트, 하이드록시시트로넬알, 리모넨, 리날룰, 부틸페닐메틸프로피오날",올인원
더페이스샵,더페이스샵 더 블랙밤 로션 130ml,모든피부용,"정제수, 다이프로필렌글라이콜, 사이클로펜타실록세인, 트라이에틸헥사노인, 나이아신아마이드, 1,2-헥산다이올, 글리세린, 다이메티콘, 판테놀, 검정콩추출물, 돌콩추출물, 돌콩오일, 아데노신, 세라마이드엔피, 포스포리피드, 글라이코스핑고리피드, 콜레스테롤, 시어버터, 토코페롤, 호호바씨오일, 부틸렌글라이콜, 비스-피이지-18메틸에터다이메틸실레인, 라우릴피이지-9폴리다이메틸실록시에틸다이메티콘, 카보머, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 다이메티콘/피이지-10/15크로스폴리머, 다이메티콘/비닐다이메티콘크로스폴리머, 트로메타민, 페녹시에탄올, 트라이소듐이디티에이, 향료, 벤질살리실레이트, 시트랄, 제라니올, 하이드록시시트로넬알, 리모넨, 리날룰, 부틸페닐메틸프로피오날
",로션
더페이스샵,더페이스샵 더젠틀포맨 올인원 에센스 135ml ,모든피부용,"정제수, 변성알코올, 나이아신아마이드, 프로판다이올, 글리세린, 1,2-헥산다이올, 사이클로펜타실록세인, 비스-피이지-18메틸에터다이메틸실레인, 판테놀, 트레할로오스, 트라이에틸헥사노인, 양까막까치밥나무열매추출물, 흰버드나무껍질추출물, 아데노신, 베타-글루칸, 하이드로제네이티드레시틴, 다이메티콘, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 트로메타민, 에틸헥실글리세린, 페녹시에탄올, 트라이소듐이디티에이, 향료, 리모넨, 벤질벤조에이트, 리날룰, 헥실신남알, 시트랄
",올인원
더페이스샵,더페이스샵 더젠틀포맨 안티에이징 로션 135ml ,모든피부용,"정제수, 글리세린, 다이메티콘, 시어버터, 에틸헥실팔미테이트, 1,2-헥산다이올, 글리세릴스테아레이트, 카프릴릭/카프릭트라이글리세라이드, 세테아릴알코올, 아이소노닐아이소노나노에이트, 판테놀, 피이지-100스테아레이트, 양까막까치밥나무열매추출물, 육두구추출물, 흰버드나무껍질추출물, 마카다미아씨오일, 아데노신, 토코페롤, 토코페릴아세테이트, 카프릴릭/카프릭글리세라이즈, 폴리솔베이트60, 솔비탄아이소스테아레이트, 다이메티콘올, 카보머, 메틸메타크릴레이트크로스폴리머, 하이드록시에틸아크릴레이트/소듐아크릴로일다이메틸타우레이트코폴리머, 에틸헥실글리세린, 페녹시에탄올, 포타슘하이드록사이드, 다이소듐이디티에이, 향료, 리모넨, 벤질벤조에이트, 리날룰, 헥실신남알, 시트랄
",로션
더페이스샵,더페이스샵 더프레시 포맨 수분 플루이드 200ml,모든피부용,"정제수, 프로판다이올, 에탄올, 에틸헥실팔미테이트, 글리세린, 1,2-헥산다이올, 판테놀, 루이보스추출물, 마돈나백합꽃추출물, 보리지추출물, 살비아잎추출물, 수레국화꽃추출물, 캐모마일꽃추출물, 홍차추출물, 트레할로오스, 소듐하이알루로네이트, 부틸렌글라이콜, 잔탄검, 라이조비안검, 사이클로펜타실록세인, 사이클로헥사실록세인, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 에틸헥실글리세린, 포타슘하이드록사이드, 트라이소듐이디티에이, 페녹시에탄올, 향료, 리모넨, 헥실신나몰, 리날룰
",올인원
피지오겔,[블프 라스트픽] 피지오겔 DMT 페이셜 로션 200ml+50ml+포토스티커 기획,모든 피부용,"정제수, 카프릴릭/카프릭트리글리세라이드, 글리세린, 펜틸렌글라이콜, 코코넛오일, 기름야자오일, 쉐어버터, 올리브오일, 하이드로제네이티드레시틴, 하이드록시에칠셀룰로오스, 카프릴릴글라이콜, 잔탄검, 스쿠알란, 카보머, 소듐카보머, 세라마이드엔피 (세라마이드3)
",로션
