Text,Text1,Text2,Text3,Text4
"
						
						오드로이
					",[더블기획] 오드로이 블랙체리 모공수축크림 로프디 100ml 더블기획 ,모든 피부 사용,"정제수, 블랙체리열매추출물(5.096%), 부틸렌글라이콜, 글리세린, 1,2-헥산다이올, 마카다미아씨오일, 하이드로제네이티드폴리(C6-14올레핀), 다이카프릴릴카보네이트, 알지닌, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 글리세릴카프릴레이트, 세테아릴올리베이트, 스쿠알란, 솔비탄올리베이트, 하이드록시아세틸유레아, 소듐하이알루로네이트, 메틸프로판다이올트라이에톡시카프릴릴실레인, 올리브오일, 알란토인, 연두추출물, 흰버드나무추출물, 토코페롤, 향료, 에난티아 클로란타껍질추출물, 포타슘솔베이트, 시트릭애씨드, 펜틸렌글라이콜, 하이드롤라이즈드콜라겐, 올레아놀릭애씨드",크림
"
						
						스킨푸드
					",[NEW/올영단독] 스킨푸드 캐롯 카로틴 릴리프 크림 기획(70ml+30ml),모든피부,"정제수, 당근추출물, 아이소헥사데칸, 폴리글리세릴-6스테아레이트, 다이프로필렌글라이콜, 펜틸렌글라이콜, 글리세린, 부틸렌글라이콜, 세틸에틸헥사노에이트, 카프릴릭/카프릭트라이글리세라이드, 베타-글루칸, 카보머, 폴리글리세릴-6베헤네이트, 당근씨오일, 트로메타민, 세테아릴알코올, 미역추출물, 말토덱스트린, 사카라이드하이드롤리세이트, 소듐하이알루로네이트, 알란토인, 올리브오일, 광곽향오일, 라반딘오일, 살비아오일, 불가리스쑥오일, 오렌지껍질오일, 1,2-헥산다이올, 에틸헥실글리세린",크림
"
						
						파이코어
					",[민경 PICK] 파이코어 디퍼런씨 블루바이옴 리페어 멜팅크림 40ml,모든 피부용,"정제수, 글리세린, 페닐트라이메티콘, 마이크로코쿠스발효용해물, 부틸렌글라이콜, 베타인, 호호바에스터, 1,2-헥산다이올, 하이드로제네이티드레시틴, 나이아신아마이드, 비닐다이메티콘, 폴리글리세릴-3다이스테아레이트, 세테아릴알코올, 혼합글리세릴스테아레이트, 세틸알코올, 스테아릴알코올, 메틸글루코오스세스퀴스테아레이트, 슈도알테로모나스발효추출물, 판테놀, 글리세레스-26, 팔미토일에스에이치-트라이펩타이드-4아마이드, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드콜라겐, 세라마이드엔피, 세라마이드에이피, 세라마이드이오피, 아데노신, 토코페릴아세테이트, 스위트아카시아꽃추출물, 제비꽃꽃추출물, 찔레꽃열매추출물, 동충하초추출물, 다시마추출물, 감태추출물, 미역추출물, 톳추출물, 모자반추출물, 바다포도추출물, 납작파래추출물, 자이언트켈프추출물, 다이포타슘글리시리제이트, 소듐스테아로일글루타메이트, 소듐라우로일락틸레이트, 피토스핑고신, 콜레스테롤, 토코페롤, 비즈왁스, 해바라기씨왁스, 사이클로헥사실록세인, 수크로오스코코에이트, 폴리글리세린-3, 글리세릴스테아레이트시트레이트, 카보머, 잔탄검, 에틸헥실글리세린, 펜틸렌글라이콜, 캐모마일꽃오일, 일랑일랑꽃오일, 베르가모트오일, 필리핀오렌지껍질오일, 스타아니스열매/씨오일, 스페인자스민꽃추출물, 올리브오일, 센티드제라늄꽃오일, 다마스크장미꽃오일, 클레리오일",크림
"
						
						파이코어
					",[민경 PICK] 파이코어 디퍼런씨 블루바이옴 리페어 수딩크림 50ml,모든 피부용,"정제수, 부틸렌글라이콜, 마이크로코쿠스발효용해물, 동충하초추출물, 1,2-헥산다이올, 펜틸렌글라이콜, 나이아신아마이드, 스위트아카시아꽃추출물, 제비꽃꽃추출물, 찔레꽃열매추출물, 슈도알테로모나스발효추출물, 글리세린, 팔미토일에스에이치-트라이펩타이드-4아마이드, 소듐하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드하이알루로닉애씨드, 하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드콜라겐, 세라마이드엔피, 세라마이드에이피, 세라마이드이오피, 아데노신, 다시마추출물, 감태추출물, 미역추출물, 톳추출물, 모자반추출물, 바다포도추출물, 납작파래추출물, 자이언트켈프추출물, 소듐라우로일락틸레이트, 피토스핑고신, 콜레스테롤, 잔탄검, 페닐트라이메티콘, 베타인, 세테아릴에틸헥사노에이트, 하이드로제네이티드레시틴, 폴리글리세릴-10스테아레이트, 토코페릴아세테이트, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 당아욱꽃추출물, 카보머, 알지닌, 하이드록시에틸셀룰로오스, 알란토인, 에틸헥실글리세린, 옥틸도데세스-16, 다이소듐이디티에이, 구아이아줄렌, 소듐구아이아줄렌설포네이트, 캐모마일꽃오일",크림
"
						
						비플레인
					",[100시간보습] 비플레인 시카테롤 캡슐 베리어 크림 50ml,모든 피부 타입,"정제수, 글리세린, 부틸렌글라이콜, 메틸프로판다이올, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리(C6-14올레핀), 비닐다이메티콘, 다이카프릴릴카보네이트, 프로판다이올, 글리세릴스테아레이트시트레이트, 나이아신아마이드, 아이소노닐아이소노나노에이트, 글리세레스-26, 다이아이소스테아릴말레이트, 세테아릴알코올, 1,2-헥산다이올, 병풀추출물(1.2%), 시어버터, 스테아릭애씨드, 하이드록시프로필비스팔미타마이드엠이에이, 만니톨, 글리세릴스테아레이트, 다이메티콘올, 세테아릴올리베이트, 솔비탄올리베이트, 소듐스테아로일글루타메이트, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 마카다미아씨오일, 트로메타민, 글루코오스, 에틸헥실글리세린, 아크릴레이트/암모늄메타크릴레이트코폴리머, 카카오씨추출물, 덱스트린, 세라마이드엔피, 아데노신, 다이소듐이디티에이, 콜레스테롤, 피토스핑고신, 실리카, 하이드로제네이티드레시틴, 베타-시토스테롤, 판테놀, 다이포타슘글리시리제이트, 알란토인, 피토스테롤, 펜틸렌글라이콜, 병풀잎추출물(1,750ppb), 소듐하이알루로네이트, 마데카소사이드, 백미꽃추출물, 마데카식애씨드, 아시아티코사이드, 아시아틱애씨드, 시트릭애씨드",크림
"
						
						빌리프
					",[11월 올영픽/NEW] 빌리프 아쿠아 밤 아이젤 15ml,모든피부용,"정제수, 프로판다이올, 글리세린, 1,2-헥산다이올, 나이아신아마이드, 판테놀, 소듐카복시메틸스타치, 부틸렌글라이콜, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 베타인, 트로메타민, 소듐폴리아크릴레이트, 알란토인, 락토바실러스/콩발효추출물, 레몬밤꽃/잎/줄기수*, 로즈마리잎수*, 유칼립투스잎추출물*, 폴스애플민트잎추출물*, 로즈힙열매추출물*, 타임잎추출물*, 효모/감자추출물발효여과물, 폴리글리세릴-10스테아레이트, 소듐하이알루로네이트, 효모/보리씨발효여과물, 폴리글리세릴-10올리에이트, 아이리쉬모스추출물, 소듐글루코네이트, 아데노신, 카페인, 메틸다이아이소프로필프로피온아마이드, 콜레스테롤, 글루타티온, 하이드로제네이티드레시틴, 변성알코올, 아스코빌테트라이소팔미테이트, 스쿠알란, 데사미도콜라겐, 오렌지껍질오일+, 라임전초오일+, 센티드제라늄꽃오일+, 로즈마리잎오일+, 리모넨, 시트로넬올, 제라니올, 시트랄, 리날룰",아이크림
"
						
						차앤박
					",[11월 올영픽] 차앤박 프로폴리스 앰플 샷크림 75ml 더블기획 (75ml+75ml),모든 피부용,"정제수, 다이메티콘, 부틸렌글라이콜, 글리세린, 하이드로제네이티드폴리데센, 2,3-부탄다이올, 다이프로필렌글라이콜, 1,2-헥산다이올, 마카다미아씨오일, 트라이에틸헥사노인, 스테아릴알코올, 글리세릴스테아레이트, 판테놀, 피이지-40스테아레이트, 펜타에리스리틸테트라에틸헥사노에이트, 비스-피이지-18메틸에터다이메틸실레인, 프로폴리스추출물(1500ppm), 세라마이드엔피, 세테아릴알코올, 솔비탄스테아레이트, 하이드록시에틸피페라진에탄설포닉애씨드, 우레아, 세테아릴올리베이트, 피이지-100스테아레이트, 트로메타민, 팔미틱애씨드, 솔비탄올리베이트, 하이드로제네이티드레시틴, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 스테아릭애씨드, 다이메티콘/비닐다이메티콘크로스폴리머, 다이포타슘글리시리제이트, 효모발효여과물, 겨우살이추출물, 글라이코실트레할로오스, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 락토바실러스/콩발효추출물, 하이드로제네이티드스타치하이드롤리세이트, 카보머, 잔탄검, 티타늄디옥사이드(CI 77891), 띠뿌리추출물, 마이카, 아시아티코사이드, 트라이소듐이디티에이, 마데카식애씨드, 아시아틱애씨드, 적색산화철, 마데카소사이드, 더덕뿌리추출물, 무화과추출물, 레몬밤잎추출물, 석류추출물, 베타-글루칸, 토코페롤, 글리시레티닉애씨드, 알지닌글루타메이트, 센티드제라늄꽃오일, 시트로넬올, 제라니올, 리날룰, 시트랄",크림
"
						
						차앤박
					",[블프특가] 차앤박 더마앤서 배리어 리셋 크림 80ml 더블기획 (80ml+80ml),모든 피부용,"정제수, 글리세린, 다이프로필렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 하이드로제네이티드폴리아이소부텐, 다이카프릴릴에터, 글리세릴스테아레이트에스이, 1,2-헥산다이올, 다이메티콘, 세테아릴올리베이트, 판테놀, 다이페닐다이메티콘, 하이드롤라이즈드식물성단백질, 올리브오일, 알지닌, 글루타믹애씨드, 세라마이드엔피, 부틸렌글라이콜, 트레할로오스, 트로메타민, 트록세루틴, 피토스테롤, 팔미틱애씨드, 콜레스테롤, 세라마이드에이피, 세라마이드엔지, 세라마이드엔에스, 피토스핑고신, 세라마이드에이에스, 세라마이드이오피, 소듐하이알루로네이트, 알지닌/라이신폴리펩타이드, 프로폴리스추출물, 알란토인, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 솔비탄올리베이트, 하이드로제네이티드레시틴, C14-22알코올, 폴리아크릴레이트크로스폴리머-6, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 다이포타슘글리시리제이트, C12-20알킬글루코사이드, 토코페롤, 돌콩오일, 석시닉애씨드, 세테아릴알코올, 스테아릭애씨드, 2,3-부탄다이올, 글리세릴스테아레이트, 클레리오일, 멕시칸주니퍼오일, 에틸헥실글리세린, 트라이소듐이디티에이, 로즈마리잎오일, 잔탄검, 피이지-크로스폴리머, 소르빅애씨드",크림
"
						
						더하르나이
					",[피부장벽강화크림] 더하르나이 시카이드 밤 100ml기획(+앰플5ml*3p+크림5ml*2p),모든피부용(페이스용),"정제수, 글리세린, 부틸렌글라이콜, 카프릴릭/카프릭트라이글리세라이드, 펜타에리스리틸테트라에틸헥사노에이트, 다이프로필렌글라이콜, 세틸알코올, 글리세릴스테아레이트, 마이크로크리스탈린왁스, 비즈왁스, 시어버터, 폴리솔베이트60, 마카다미아씨오일, 올리브오일, 소듐하이알루로네이트, 세라마이드엔피, 티트리잎추출물, 오레가노잎추출물, 편백잎추출물, 흰버드나무껍질추출물, 락토바실러스/콩발효추출물, 쇠비름추출물, 육계나무껍질추출물, 황금추출물, 병풀추출물, 마데카소사이드, 마데카식애씨드, 아시아티코사이드, 아시아틱애씨드, 바이오티노일헥사펩타이드-2아마이드, 팔미틱애씨드, 스테아릭애씨드, 스테아릴알코올, 아라키딜알코올, 카프릴릴글라이콜, 다이메티콘, 알지닌, 메틸프로판다이올, 미리스틸알코올, 카보머, 옥틸도데칸올, 하이드록시아세토페논, 알란토인, 토코페릴아세테이트, 판테놀, 글리세릴카프릴레이트, 에틸헥실글리세린, 잔탄검, 하이드로제네이티드레시틴, 1,2-헥산다이올, 다이소듐이디티에이",크림
"
						
						듀이트리
					",듀이트리 AC 딥 흔적 진정 크림60ml,모든 피부,"정제수, 부틸렌글라이콜, 다이프로필렌글라이콜, 나이아신아마이드, 1,2-헥산다이올, 다이카프릴릴에터, 폴리글리세릴-3메틸글루코오스다이스테아레이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 카보머, 판테놀, 알지닌, 베타인, 트레할로오스, 에틸헥실글리세린, 잔탄검, 카프릴릭/카프릭트라이글리세라이드, 병풀추출물, 아데노신, 다이소듐이디티에이, 글리세린, 인도멀구슬나무잎추출물, 폴리쿼터늄-51, 인도멀구슬나무꽃추출물, 알로에베라잎추출물, 참마뿌리추출물, 다시마추출물, 당느릅나무뿌리추출물, 제비꽃꽃추출물, 페퍼민트오일, 3-O-에틸아스코빅애씨드, 아스코빅애씨드, 하이드로제네이티드레시틴, 멘틸락테이트, 자작나무수액, 에틸멘탄카복사마이드, 아이비고드열매추출물, 메틸다이아이소프로필프로피온아마이드, 시어버터, 백미꽃추출물, 올리브오일, 호박가루, 황련뿌리추출물, 가지열매추출물, 울금뿌리추출물, 홀리바질잎추출물, 참산호말추출물, 드럼스틱씨오일, 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 세라마이드엔피, 라임추출물, 글라이코리피드, 페퍼민트추출물, 소듐하이알루로네이트, 폴리글리세릴-3다이스테아레이트, 글루타티온, 글리세릴스테아레이트시트레이트, 하이드롤라이즈드하이알루로닉애씨드, 하이드롤라이즈드소듐하이알루로네이트, 티트리잎추출물, 하이드록시프로필트라이모늄하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 하이알루로닉애씨드, 펜틸렌글라이콜, 아시아틱애씨드, 아시아티코사이드, 마데카식애씨드, 마데카소사이드, 포타슘하이알루로네이트",크림
"
						
						구달
					",[먼작귀/온라인 단독] 구달 어성초 히알루론 수딩 크림 80ml+20ml 기획 (먼작귀 거울키링&스티커 증정),모든피부용,"정제수, 글리세린, 비닐다이메티콘, 부틸렌글라이콜, 카프릴릴메티콘, 다이프로필렌글라이콜, 1,2-헥산다이올, 펜틸렌글라이콜, 에리스리톨, 자일리톨, 어성초추출물(=약모밀추출물, 6,501ppm), 효모발효여과물, 소듐하이알루로네이트(102.1ppm), 편백오일, 유칼립투스잎오일, 하이드롤라이즈드하이알루로닉애씨드(0.15ppm), 하이알루로닉애씨드(0.1ppm), 칸디다 봄비콜라/글루코오스/메틸레이프씨데이트발효물, 포도씨오일, 병풀잎추출물, 산구절초추출물, 해바라기씨오일, 쇠비름추출물, 에틸헥실팔미테이트, 암모늄아크릴로일다이메틸타우레이트/브이피코폴리머, 솔비톨, 트로메타민, 아크릴레이트/C10-30알킬아크릴레이트크로스폴리머, 카프릴릭/카프릭트라이글리세라이드, 에틸헥실글리세린, 판테놀, 하이드로제네이티드레시틴, 소듐파이테이트, 세라마이드엔피, 베타-글루칸, 다발방패버섯추출물, 엑토인, 셀룰로오스, 폴리글루타믹애씨드, 하이알루로닉애씨드/폴리아이소프로필아크릴아마이드코폴리머(1ppm), 글리세릴카프릴레이트, 다이메틸실란올하이알루로네이트(0.15ppm), 하이드롤라이즈드소듐하이알루로네이트(0.15ppm), 포타슘하이알루로네이트(0.1ppm), 토코페롤, 하이드록시프로필트라이모늄하이알루로네이트(0.08ppm), 소듐하이알루로네이트크로스폴리머(0.08ppm), 프로판다이올, 소듐하이알루로네이트다이메틸실란올(0.05ppm), 소듐아세틸레이티드하이알루로네이트(0.04ppm), 폴리글리세릴-10아이소스테아레이트, 폴리글리세릴-10올리에이트, 스테아릭애씨드, 세라마이드엔에스, 콜레스테롤, 피토스핑고신, 세라마이드에이피, 세라마이드에이에스, 세라마이드이오피, 카보머, 세테아릴알코올",크림
