Text,Text1,Text2,Text3,Text4
바닐라코,[NEW/여행 필수템] 바닐라코 클린잇제로 오리지널 클렌징밤 트래블 키트 16개입,모든타입,"세틸에틸헥사노에이트, 에틸헥실스테아레이트, 피이지-20글리세릴트라이아이소스테아레이트, 피이지-10아이소스테아레이트, 합성왁스, 올리브오일, 1,2-헥산다이올, 부틸렌글라이콜, 정제수, 아세로라추출물, 향료, 지치뿌리추출물, 호호바씨오일, 온천수, 석류추출물, 크랜베리추출물, 락토바실러스발효물, 아스코빅애씨드",클렌징밤
에이프릴스킨,[블랙헤드 당근밤] 에이프릴스킨 캐로틴 아이피엠피 멜팅 클렌징밤 90ml,민감한 피부 및 여드름성 피부 말끔한 클렌징,"에틸헥실팔미테이트, 솔베스-30테트라올리에이트, 합성왁스, 다이펜타에리스리틸헥사C5-9애씨드에스터, 폴리글리세릴-6다이카프레이트, 글리세린, 솔비톨, 오렌지꽃오일, 리씨열매오일, 자몽껍질오일, 베르가모트오일, 리모넨, 해바라기씨오일, 리날룰, 수크로오스스테아레이트, 카프릴릭/카프릭트라이글리세라이드, 글리세릴스테아레이트, 스피어민트잎오일, 바추잎잎추출물, 베타-카로틴, o-사이멘-5-올(이소프로필메칠페놀), 토코페롤, 정제수, 부틸렌글라이콜, 당근수, 1,2-헥산다이올, 당근추출물, 당근씨오일 ",클렌징밤
유이크,유이크 바이옴 베리어 콜라겐 퍼밍 클렌징밤 100ml,모든 피부용								,"세틸에틸헥사노에이트,카프릴릭/카프릭트라이글리세라이드,폴리에틸렌,피이지-20글리세릴트라이아이소스테아레이트,피이지-10아이소스테아레이트, 솔베스-30테트라올리에이트, 솔비탄세스퀴올리에이트, 쿠티박테리움 아비둠발효추출여과물, 프로테아제, 프룩탄, 정제수, 1,2-헥산다이올, 부틸렌글라이콜, 프로판다이올, 판테놀, 글리세릴글루코사이드, 락토바실러스발효용해물, 녹두씨추출물, 줄작두콩씨추출물, 돌콩추출물, 에스큘렌타렌즈콩씨추출물, 캐롭씨추출물, 칡뿌리추출물, 글리세린, 하이드롤라이즈드콜라겐(100ppb), 판토락톤, 카프릴로일살리실릭애씨드, 에틸헥실글리세린, 글리세릴카프릴레이트
",클렌징밤
아이레시피,[화해1위] 아이레시피 세라마이드 유자 힐링 클렌징밤 120g 더블 기획,모든 피부 타입,"세틸에틸헥사노에이트, 카프릴릭/카프릭트라이글리세라이드, 폴리글리세릴-10다이아이소스테아레이트, 폴리글리세릴-6다이카프레이트, 합성왁스, 부틸렌글라이콜, 정제수, 솔비탄세스퀴올리에이트, 1,2-헥산다이올, 토코페롤, 에틸헥실글리세린, 유자추출물 (98ppm), 폴리글리세릴-10아이소스테아레이트, 하이드록시프로필비스팔미타마이드엠이에이(100ppm), 다이스테아다이모늄헥토라이트, 스테아릭애씨드, 피토스테롤, 펜틸렌글라이콜, 세라마이드엔피(1ppm), 카프릴릴글라이콜, 향료, 헥실신남알, 리모넨, 리날룰",클렌징밤
구달,[구달X먼작귀] 구달 청귤 비타C 토닝 클렌징밤 110ml 콜라보기획(110ml+3ml*2ea+스티커),모든피부,"에틸헥실팔미테이트, 솔베스-30테트라올리에이트, 아이소도데케인, 합성왁스, 비타민나무오일, 해바라기씨오일, 구주소나무잎오일, 오렌지껍질오일, 레몬껍질오일, 왕귤껍질오일, 만다린껍질추출물, 탄제린추출물(0.00029ppm), 히더추출물, 트라이하이드록시스테아린, 토코페롤, 하이드로제네이티드폴리아이소부텐, 정제수, 아스코빅애씨드(0.01ppm), 부틸렌글라이콜, 1,2-헥산다이올, 글루타티온, 알란토인, 아스코빌글루코사이드(0.001ppm), 카프릴로일살리실릭애씨드, 글루코노락톤, 살리실릭애씨드, 석시닉애씨드, 글라이콜릭애씨드, 글리세린, 다이프로필렌글라이콜, 판테놀, 에틸헥실글리세린, 하이드로제네이티드레시틴, 세테아릴올리베이트, 솔비탄올리베이트, 마데카소사이드, 페룰릭애씨드, 락틱애씨드, 루틴, 리모넨",클렌징밤
랑벨,랑벨 내츄럴 딥 클렌징 오일 200ml 기획 (+클렌저 30ml),모든피부타입,"포도씨오일, 마카다미아씨오일, 솔베스-30테트라올리에이트, 카프릴릭/카프릭트라이글리세라이드, 토코페롤, 레몬껍질오일, 라벤더오일, 솔비탄세스퀴올리에이트, 시트랄, 리모넨, 리날룰",클렌징오일
포인트앤,*블랙헤드사전차단* 포인트앤 딥 클린 포어 클렌징오일 200ml,모든 피부,"에틸헥실팔미테이트, 솔베스-30테트라올리에이트, 정제수, 올리브오일, 살리실릭애씨드, 오렌지오일, 브로콜리씨오일, 카프릴릴글라이콜, 잇꽃씨오일, 녹차씨오일, 당근씨오일, 해바라기씨오일, 드럼스틱씨오일, 양까막까치밥나무씨오일, 토마토씨오일, 포도씨오일, 부틸렌글라이콜, 베르가모트오일, 발삼코파이바수지, 팔마로사오일, 라반딘오일, 티트리잎추출물, 클레리오일, 리모넨",클렌징오일
비플레인,[갈아쓰는 맷돌밤] 비플레인 녹두 모공 그라인딩 클렌징밤 100ml ,모든 피부용,"세틸에틸헥사노에이트, 에틸헥실팔미테이트, 합성왁스, 피이지-20글리세릴트라이아이소스테아레이트, 솔베스-30테트라올리에이트, 돌콩오일, 솔비탄세스퀴올리에이트, 카프릴릭/카프릭트라이글리세라이드, 피이지-8다이아이소스테아레이트, 실리카다이메틸실릴레이트, 에틸렌/프로필렌코폴리머, 녹두추출물(1,000ppm), 녹차씨오일, 녹차가루, 약모밀가루, 인도멀구슬나무잎추출물, 녹두가루(100ppm), 인도멀구슬나무꽃추출물, 정제수, 아이비고드열매추출물, 부틸렌글라이콜, 가지열매추출물, 호박가루, 글루코노락톤, 세라마이드엔피, 카프릴로일살리실릭애씨드, 울금뿌리추출물, 홀리바질잎추출물, 참산호말추출물, 드럼스틱씨오일, 1,2-헥산다이올, 락토바실러스/소이밀크발효여과물",클렌징밤
리얼베리어,[3중모공케어/당김제로] 리얼베리어 익스트림 딥클렌징 블루 오일 200ml ,모든피부용,"에틸헥실팔미테이트, 솔베스-30테트라올리에이트, 카프릴릭/카프릭트라이글리세라이드, 솔비탄세스퀴올리에이트, 오렌지껍질오일, 센티드제라늄꽃오일, 세라마이드엔피, 콜레스테롤, 판테놀, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 소듐아세틸레이티드하이알루로네이트, 포타슘하이알루로네이트, 소듐하이알루로네이트크로스폴리머, 소듐하이알루로네이트, 퀸즈랜드넛오일, 호호바씨오일, 레시틴, 폴리글루타믹애씨드, 에틸헥실글리세린, 올레익애씨드, 팔미틱애씨드, 스테아릭애씨드, 레몬추출물, 라임추출물, 오렌지추출물, 사과추출물, 포도추출물, 알로에베라꽃추출물, 인도멀구슬나무잎추출물, 인도멀구슬나무꽃추출물, 아이비고드열매추출물, 가지열매추출물, 참산호말추출물, 울금뿌리추출물, 홀리바질잎추출물, 정제수, 카프릴릴글라이콜, 부틸렌글라이콜, 비스-카프릴로일옥시팔미타미도아이소프로판올, 1,2-헥산다이올, 펜틸렌글라이콜, 리모넨, 시트로넬올, 제라니올, 리날룰, 시트랄",클렌징오일
한스킨,한스킨 클렌징오일&블랙헤드 PHA 400ml 대용량,모든 피부타입,"카프릴릭/카프릭트라이글리세라이드,피이지-8글리세릴아이소스테아레이트,세틸에틸헥사노에이트,폴리부텐,아이소프로필팔미테이트,에틸헥실팔미테이트,피이지-8아이소스테아레이트,정제수,오렌지껍질오일,토코페릴아세테이트,레몬껍질오일,왕귤껍질오일,1,2-헥산다이올,부틸렌글라이콜,호호바씨오일,녹차씨오일,포도씨오일,티트리잎오일,올리브오일,알로에베라잎추출물,자작나무수액,동백나무꽃추출물,쇠비름추출물,붉나무충영추출물,말토바이오닉애씨드(0.5ppm),페녹시에탄올,에틸헥실글리세린,산소,리모넨",클렌징오일
닥터지,[모공세정/블랙헤드]닥터지 그린딥 포어 클렌징밤 100ml,모든 피부용  ,"세틸에틸헥사노에이트, 에틸헥실팔미테이트, 피이지-20글리세릴트라이아이소스테아레이트,
합성왁스, 카프릴릭/카프릭트라이글리세라이드, 해바라기씨오일, 솔비탄세스퀴올리에이트, 칸디다
봄비콜라/글루코오스/메틸레이프씨데이트발효물, 포도씨오일, 향료, 하이드로제네이티드폴리(C6-20
올레핀), 트라이에틸헥사노인, 에틸헥실글리세린, 에이치디아이/트라이메틸올헥실락톤크로스폴리머,
인도멀구슬나무잎추출물, 돌콩오일, 인도멀구슬나무꽃추출물, 녹차씨오일, 마카다미아씨오일, 아이비고드열매추출물,
정제수, 가지열매추출물, 호박가루, 아나토씨오일, 부틸렌글라이콜, 돌콩스테롤, 울금뿌리추출물,
홀리바질잎추출물, 헥실라우레이트, 드럼스틱씨오일, 참산호말추출물, 토코페롤, 부틸아보카데이트,
아보카도오일, 비누풀잎추출물, 퀼라자껍질추출물, 세테아릴알코올, 흰버드나무껍질추출물, 아스코빌팔미테이트,
하이드로제네이티드팜글리세라이즈시트레이트",클렌징밤
마녀공장,[더블기획] 마녀공장 딥 클리어 클렌징밤 132ml X2 기획,모든피부용,"에틸헥실팔미테이트, 솔베스-30테트라올리에이트, 아이소도데케인, 세틸에틸헥사노에이트, 합성왁스, 실리카다이메틸실릴레이트, 향료, 정제수, 토코페롤, 스쿠알란, 호호바씨오일, 파파인, 판테놀, 올리브오일, 나이아신아마이드, 마카다미아씨오일, 메도우폼씨오일, 호두오일, 당근씨오일, 카프릴로일살리실릭애씨드, 녹차씨오일, 귀리커넬오일, 아스코빅애씨드, 알란토인, 스위트아몬드오일, 글리세린, 아르간커넬오일, 동백나무씨오일, 부틸렌글라이콜, 드럼스틱씨오일, 마트리카리아꽃오일, 1,2-헥산다이올, 돌콩오일, 세라마이드엔피, 피토스핑고신, 사과추출물, 하이드로제네이티드레시틴, 당근추출물, 사탕무뿌리추출물, 소듐하이알루로네이트, 당느릅나무뿌리추출물, 칡뿌리추출물, 대왕소나무잎추출물, 달맞이꽃꽃추출물, 하이알루로닉애씨드, 소듐하이알루로네이트크로스폴리머, 하이드롤라이즈드소듐하이알루로네이트, 하이드롤라이즈드하이알루로닉애씨드, 코코넛야자오일, 무화과추출물, 소듐아세틸레이티드하이알루로네이트, 하이드록시프로필트라이모늄하이알루로네이트",클렌징밤
마녀공장,[3년연속1위]마녀공장 퓨어 클렌징 오일 200mlX2 더블기획,모든 피부용,"돌콩오일, 유럽개암씨오일, 솔베스-30테트라올리에이트 , 포도씨오일, 식물성오일, 올리브오일, 카프릴릭/카프릭트라이글리세라이드, 오렌지껍질오일, 올리브껍질오일, 호호바씨오일, 라벤더오일 , 식물성스쿠알란, 티트리잎오일, 정제수, 부틸렌글라이콜, 토코페롤, 해바라기씨오일, 달맞이꽃오일, 동백나무씨오일, 바바수씨오일, 쌀겨오일, 아르간커넬오일, 아이소아밀라우레이트, 알로에베라잎추출물, 글리세린, 데실글루코사이드, 은행나무잎추출물 , 비누풀잎추출물, 말토덱스트린, 녹차추출물, 1,2-헥산다이올, 쌀발효여과물, 리모넨, 리날룰",클렌징오일
주미소,[모공케어]주미소 포어 클리어링 클렌징 오일 200ml,모든 피부용,"에틸헥실팔미테이트, 솔베스-30테트라올리에이트, 해바라기씨오일, 카프릴릭/카프릭트라이글리세라이드, 토코페롤, 포도씨오일, 스쿠알란, 호호바씨오일, 마카다미아씨오일, 바오밥나무씨오일, 베르가모트오일, 병풀오일, 레몬껍질오일, 돌콩오일",클렌징오일
메디필,메디필X민들레마음 레드 락토 콜라겐 클렌징오일 2.0 200ml 기획 (+폼 15ml),모든피부타입,"돌콩오일(80%), 솔베스-30테트라아이소스테아레이트, 카프릴릭/카프릭트라이글리세라이드, 콘민트오일, 바추잎잎/잔가지추출물, 다마스크장미꽃수, 토코페롤, 정제수, 부틸렌글라이콜, 안디로바씨오일, 올리브오일, 아르간커넬오일, 메도우폼씨오일, 히비스커스꽃추출물, 1,2-헥산다이올, 갈락토미세스발효여과물, 락토바실러스발효물(6,000 ppb), 자일리틸글루코사이드, 에스에이치-폴리펩타이드-121(4,000 ppb), 안하이드로자일리톨, 하이드롤라이즈드콜라겐(1,000 ppb), 자일리톨, 글라이신, 콜라겐(200 ppb), 세린, 글루타믹애씨드, 아스파틱애씨드, 류신, 에틸헥실글리세린, 프로폴리스추출물, 알라닌, 라이신, 알지닌, 프롤린, 타이로신, 페닐알라닌, 트레오닌, 발린, 아이소류신, 히스티딘, 대왕소나무잎추출물, 당느릅나무뿌리추출물, 달맞이꽃추출물, 칡뿌리추출물, 메티오닌, 시스테인, 하이드록시프롤린, 자주천인국추출물, 보리지추출물, 마그네슘피씨에이, 카퍼트라이펩타이드-1, 수크로오스, 칼슘클로라이드, 씨솔트, 마그네슘클로라이드, 다이포타슘포스페이트, 마그네슘시트레이트, 글루코사민에이치씨엘, 1-메틸하이단토인-2-이미드, 아스파라진, 시트룰린, 타우린, 트립토판, 포믹애씨드, 글루타민
",클렌징오일
바이오힐보,바이오힐보 프로바이오덤 콜라겐 리모델링 딥 클렌징 밤 100ml,모든 피부용,"돌콩오일, C12-15알킬벤조에이트, 피이지-20글리세릴트라이아이소스테아레이트, 폴리에틸렌, 레몬씨오일, 피이지-8다이아이소스테아레이트, 콜라겐(0.01ppm), 하이드롤라이즈드콜라겐(0.001ppm), 오렌지껍질오일, 한련초추출물, 팔마로사오일, 정제수, 인도멀구슬나무잎추출물, 글루코노락톤, 카프릴로일살리실릭애씨드, 드럼스틱씨오일, 락토바실러스발효물, 글라이콜릭애씨드, 부틸렌글라이콜, 1,2-헥산다이올, 판테놀, 글리세린, 소듐하이알루로네이트, 폴리글리세릴-10라우레이트, 카프릴릴글라이콜, 감나무잎추출물, 에틸헥실글리세린, 포도추출물, 하이알루로닉애씨드, 하이드롤라이즈드하이알루로닉애씨드, 하이드록시프로필트라이모늄하이알루로네이트, 하이드롤라이즈드소듐하이알루로네이트, 포타슘하이알루로네이트, 커피콩추출물, 호장근뿌리추출물, 잇꽃꽃추출물, 밤껍질추출물, 초피나무열매추출물, 녹차추출물, 베타인, 펜틸렌글라이콜, 소듐하이알루로네이트크로스폴리머, 소듐아세틸레이티드하이알루로네이트, 프룩토올리고사카라이드, 카퍼트라이펩타이드-1, 트라이펩타이드-1, 팔미토일펜타펩타이드-4, 베타-글루칸, 팔미토일트라이펩타이드-1, 헥사펩타이드-9, 헥사펩타이드-11, 프룩탄, 이눌린, 리모넨, 제라니올, 리날룰",클렌징밤
에스네이처,[화해1위/말끔촉촉] 에스네이처 아쿠아 라이스 클렌징오일 200ml,모든 피부 타입,"세틸에틸헥사노에이트, 솔베스-30테트라올리에이트, 카프릴릭/카프릭트라이글리세라이드, 해바라기씨오일, 쌀겨오일, 락토바실러스/소이밀크발효여과물, 카프릴로일살리실릭애씨드, 효모/쌀발효여과물, 비누풀잎추출물, 토코페롤, 부틸렌글라이콜, 펜틸렌글라이콜, 정제수, 카프릴릴글라이콜, 1,2-헥산다이올",클렌징오일
